CORR_ANS,item_TGT,item_OTH,item_X,tripletid,file_TGT,onset_TGT,offset_TGT,word_TGT,speaker_TGT,CV_TGT,context_TGT,phone_TGT,file_OTH,onset_OTH,offset_OTH,word_OTH,speaker_OTH,CV_OTH,context_OTH,phone_OTH,file_X,onset_X,offset_X,word_X,speaker_X,CV_X,context_X,phone_X
A,ewan_82,ewan_68,amelia_consonants_34,stimulus96_A,ewan.wav,241.7525,242.2825,ASSAH,ewan,C,A,s,ewan.wav,201.2425,201.7625,AKAH,ewan,C,A,k,amelia_consonants.wav,91.35499,92.1125,ASSAH,amelia,C,A,s
A,amelia_consonants_20,amelia_consonants_50,ewan_68,stimulus97_A,amelia_consonants.wav,53.0271,53.6525,AKAH,amelia,C,A,k,amelia_consonants.wav,132.2225,132.8825,ATHAH,amelia,C,A,θ,ewan.wav,201.2425,201.7625,AKAH,ewan,C,A,k
B,ewan_68,ewan_98,amelia_consonants_20,stimulus98_B,ewan.wav,201.2425,201.7625,AKAH,ewan,C,A,k,ewan.wav,282.1625,282.7725,ATHAH,ewan,C,A,θ,amelia_consonants.wav,53.0271,53.6525,AKAH,amelia,C,A,k
B,ewan_103,ewan_70,amelia_consonants_55,stimulus99_B,ewan.wav,295.1025,295.6425,EETHEE,ewan,C,I,θ,ewan.wav,208.1525,208.7325,EEKEE,ewan,C,I,k,amelia_consonants.wav,145.1325,145.8925,EETHEE,amelia,C,I,θ
A,amelia_consonants_55,amelia_consonants_22,ewan_103,stimulus100_A,amelia_consonants.wav,145.1325,145.8925,EETHEE,amelia,C,I,θ,amelia_consonants.wav,58.98421,59.67452,EEKEE,amelia,C,I,k,ewan.wav,295.1025,295.6425,EETHEE,ewan,C,I,θ
A,amelia_consonants_22,amelia_consonants_15,ewan_70,stimulus101_A,amelia_consonants.wav,58.98421,59.67452,EEKEE,amelia,C,I,k,amelia_consonants.wav,39.06797,39.6784,EETEE,amelia,C,I,t,ewan.wav,208.1525,208.7325,EEKEE,ewan,C,I,k
B,ewan_68,ewan_58,amelia_consonants_20,stimulus102_B,ewan.wav,201.2425,201.7625,AKAH,ewan,C,A,k,ewan.wav,174.5225,175.0425,ATAH,ewan,C,A,t,amelia_consonants.wav,53.0271,53.6525,AKAH,amelia,C,A,k
B,amelia_consonants_10,amelia_consonants_20,ewan_58,stimulus103_B,amelia_consonants.wav,25.79256,26.41988,ATAH,amelia,C,A,t,amelia_consonants.wav,53.0271,53.6525,AKAH,amelia,C,A,k,ewan.wav,174.5225,175.0425,ATAH,ewan,C,A,t
A,ewan_63,ewan_70,amelia_consonants_15,stimulus104_A,ewan.wav,187.7525,188.3425,EETEE,ewan,C,I,t,ewan.wav,208.1525,208.7325,EEKEE,ewan,C,I,k,amelia_consonants.wav,39.06797,39.6784,EETEE,amelia,C,I,t
A,amelia_consonants_6,amelia_consonants_47,ewan_54,stimulus105_A,amelia_consonants.wav,15.68234,16.26261,EEPEE,amelia,C,I,p,amelia_consonants.wav,124.1225,124.8925,EESHEE,amelia,C,I,ʃ,ewan.wav,163.7625,164.3725,EEPEE,ewan,C,I,p
B,ewan_52,ewan_90,amelia_consonants_4,stimulus106_B,ewan.wav,158.3825,158.9425,APAH,ewan,C,A,p,ewan.wav,261.8925,262.4725,ASHAH,ewan,C,A,ʃ,amelia_consonants.wav,9.59178,10.17064,APAH,amelia,C,A,p
B,ewan_95,ewan_54,amelia_consonants_47,stimulus107_B,ewan.wav,274.4625,274.9925,EESHEE,ewan,C,I,ʃ,ewan.wav,163.7625,164.3725,EEPEE,ewan,C,I,p,amelia_consonants.wav,124.1225,124.8925,EESHEE,amelia,C,I,ʃ
A,amelia_consonants_42,amelia_consonants_4,ewan_90,stimulus108_A,amelia_consonants.wav,112.2325,112.9325,ASHAH,amelia,C,A,ʃ,amelia_consonants.wav,9.59178,10.17064,APAH,amelia,C,A,p,ewan.wav,261.8925,262.4725,ASHAH,ewan,C,A,ʃ
A,ewan_52,ewan_82,amelia_consonants_4,stimulus109_A,ewan.wav,158.3825,158.9425,APAH,ewan,C,A,p,ewan.wav,241.7525,242.2825,ASSAH,ewan,C,A,s,amelia_consonants.wav,9.59178,10.17064,APAH,amelia,C,A,p
B,ewan_54,ewan_87,amelia_consonants_6,stimulus110_B,ewan.wav,163.7625,164.3725,EEPEE,ewan,C,I,p,ewan.wav,254.4625,255.0425,EESSEE,ewan,C,I,s,amelia_consonants.wav,15.68234,16.26261,EEPEE,amelia,C,I,p
B,amelia_consonants_34,amelia_consonants_4,ewan_82,stimulus111_B,amelia_consonants.wav,91.35499,92.1125,ASSAH,amelia,C,A,s,amelia_consonants.wav,9.59178,10.17064,APAH,amelia,C,A,p,ewan.wav,241.7525,242.2825,ASSAH,ewan,C,A,s
A,amelia_consonants_39,amelia_consonants_6,ewan_87,stimulus112_A,amelia_consonants.wav,104.21429,104.88504,EESSEE,amelia,C,I,s,amelia_consonants.wav,15.68234,16.26261,EEPEE,amelia,C,I,p,ewan.wav,254.4625,255.0425,EESSEE,ewan,C,I,s
A,amelia_consonants_4,amelia_consonants_50,ewan_52,stimulus113_A,amelia_consonants.wav,9.59178,10.17064,APAH,amelia,C,A,p,amelia_consonants.wav,132.2225,132.8825,ATHAH,amelia,C,A,θ,ewan.wav,158.3825,158.9425,APAH,ewan,C,A,p
B,amelia_consonants_6,amelia_consonants_55,ewan_54,stimulus114_B,amelia_consonants.wav,15.68234,16.26261,EEPEE,amelia,C,I,p,amelia_consonants.wav,145.1325,145.8925,EETHEE,amelia,C,I,θ,ewan.wav,163.7625,164.3725,EEPEE,ewan,C,I,p
B,ewan_103,ewan_54,amelia_consonants_55,stimulus115_B,ewan.wav,295.1025,295.6425,EETHEE,ewan,C,I,θ,ewan.wav,163.7625,164.3725,EEPEE,ewan,C,I,p,amelia_consonants.wav,145.1325,145.8925,EETHEE,amelia,C,I,θ
A,ewan_98,ewan_52,amelia_consonants_50,stimulus116_A,ewan.wav,282.1625,282.7725,ATHAH,ewan,C,A,θ,ewan.wav,158.3825,158.9425,APAH,ewan,C,A,p,amelia_consonants.wav,132.2225,132.8825,ATHAH,amelia,C,A,θ
A,ewan_54,ewan_63,amelia_consonants_6,stimulus117_A,ewan.wav,163.7625,164.3725,EEPEE,ewan,C,I,p,ewan.wav,187.7525,188.3425,EETEE,ewan,C,I,t,amelia_consonants.wav,15.68234,16.26261,EEPEE,amelia,C,I,p
B,amelia_consonants_6,amelia_consonants_15,ewan_54,stimulus118_B,amelia_consonants.wav,15.68234,16.26261,EEPEE,amelia,C,I,p,amelia_consonants.wav,39.06797,39.6784,EETEE,amelia,C,I,t,ewan.wav,163.7625,164.3725,EEPEE,ewan,C,I,p
B,ewan_58,ewan_52,amelia_consonants_10,stimulus119_B,ewan.wav,174.5225,175.0425,ATAH,ewan,C,A,t,ewan.wav,158.3825,158.9425,APAH,ewan,C,A,p,amelia_consonants.wav,25.79256,26.41988,ATAH,amelia,C,A,t
A,amelia_consonants_10,amelia_consonants_4,ewan_58,stimulus120_A,amelia_consonants.wav,25.79256,26.41988,ATAH,amelia,C,A,t,amelia_consonants.wav,9.59178,10.17064,APAH,amelia,C,A,p,ewan.wav,174.5225,175.0425,ATAH,ewan,C,A,t
A,amelia_consonants_46,amelia_consonants_39,ewan_94,stimulus121_A,amelia_consonants.wav,121.8625,122.6025,EESHEE,amelia,C,I,ʃ,amelia_consonants.wav,104.21429,104.88504,EESSEE,amelia,C,I,s,ewan.wav,271.9525,272.5425,EESHEE,ewan,C,I,ʃ
B,ewan_92,ewan_82,amelia_consonants_44,stimulus122_B,ewan.wav,266.7625,267.2825,ASHAH,ewan,C,A,ʃ,ewan.wav,241.7525,242.2825,ASSAH,ewan,C,A,s,amelia_consonants.wav,116.4925,117.1625,ASHAH,amelia,C,A,ʃ
B,ewan_87,ewan_94,amelia_consonants_39,stimulus123_B,ewan.wav,254.4625,255.0425,EESSEE,ewan,C,I,s,ewan.wav,271.9525,272.5425,EESHEE,ewan,C,I,ʃ,amelia_consonants.wav,104.21429,104.88504,EESSEE,amelia,C,I,s
A,amelia_consonants_34,amelia_consonants_44,ewan_82,stimulus124_A,amelia_consonants.wav,91.35499,92.1125,ASSAH,amelia,C,A,s,amelia_consonants.wav,116.4925,117.1625,ASHAH,amelia,C,A,ʃ,ewan.wav,241.7525,242.2825,ASSAH,ewan,C,A,s
A,amelia_consonants_44,amelia_consonants_50,ewan_92,stimulus125_A,amelia_consonants.wav,116.4925,117.1625,ASHAH,amelia,C,A,ʃ,amelia_consonants.wav,132.2225,132.8825,ATHAH,amelia,C,A,θ,ewan.wav,266.7625,267.2825,ASHAH,ewan,C,A,ʃ
B,ewan_94,ewan_103,amelia_consonants_46,stimulus126_B,ewan.wav,271.9525,272.5425,EESHEE,ewan,C,I,ʃ,ewan.wav,295.1025,295.6425,EETHEE,ewan,C,I,θ,amelia_consonants.wav,121.8625,122.6025,EESHEE,amelia,C,I,ʃ
B,ewan_98,ewan_92,amelia_consonants_50,stimulus127_B,ewan.wav,282.1625,282.7725,ATHAH,ewan,C,A,θ,ewan.wav,266.7625,267.2825,ASHAH,ewan,C,A,ʃ,amelia_consonants.wav,132.2225,132.8825,ATHAH,amelia,C,A,θ
A,amelia_consonants_55,amelia_consonants_46,ewan_103,stimulus128_A,amelia_consonants.wav,145.1325,145.8925,EETHEE,amelia,C,I,θ,amelia_consonants.wav,121.8625,122.6025,EESHEE,amelia,C,I,ʃ,ewan.wav,295.1025,295.6425,EETHEE,ewan,C,I,θ
A,ewan_94,ewan_63,amelia_consonants_46,stimulus129_A,ewan.wav,271.9525,272.5425,EESHEE,ewan,C,I,ʃ,ewan.wav,187.7525,188.3425,EETEE,ewan,C,I,t,amelia_consonants.wav,121.8625,122.6025,EESHEE,amelia,C,I,ʃ
B,amelia_consonants_44,amelia_consonants_10,ewan_92,stimulus130_B,amelia_consonants.wav,116.4925,117.1625,ASHAH,amelia,C,A,ʃ,amelia_consonants.wav,25.79256,26.41988,ATAH,amelia,C,A,t,ewan.wav,266.7625,267.2825,ASHAH,ewan,C,A,ʃ
B,ewan_58,ewan_92,amelia_consonants_10,stimulus131_B,ewan.wav,174.5225,175.0425,ATAH,ewan,C,A,t,ewan.wav,266.7625,267.2825,ASHAH,ewan,C,A,ʃ,amelia_consonants.wav,25.79256,26.41988,ATAH,amelia,C,A,t
A,amelia_consonants_15,amelia_consonants_46,ewan_63,stimulus132_A,amelia_consonants.wav,39.06797,39.6784,EETEE,amelia,C,I,t,amelia_consonants.wav,121.8625,122.6025,EESHEE,amelia,C,I,ʃ,ewan.wav,187.7525,188.3425,EETEE,ewan,C,I,t
A,ewan_86,ewan_103,amelia_consonants_38,stimulus133_A,ewan.wav,252.0025,252.5325,EESSEE,ewan,C,I,s,ewan.wav,295.1025,295.6425,EETHEE,ewan,C,I,θ,amelia_consonants.wav,101.9725,102.63328,EESSEE,amelia,C,I,s
B,ewan_84,ewan_98,amelia_consonants_36,stimulus134_B,ewan.wav,246.8625,247.3725,ASSAH,ewan,C,A,s,ewan.wav,282.1625,282.7725,ATHAH,ewan,C,A,θ,amelia_consonants.wav,96.17157,96.8425,ASSAH,amelia,C,A,s
B,amelia_consonants_55,amelia_consonants_38,ewan_103,stimulus135_B,amelia_consonants.wav,145.1325,145.8925,EETHEE,amelia,C,I,θ,amelia_consonants.wav,101.9725,102.63328,EESSEE,amelia,C,I,s,ewan.wav,295.1025,295.6425,EETHEE,ewan,C,I,θ
A,amelia_consonants_50,amelia_consonants_36,ewan_98,stimulus136_A,amelia_consonants.wav,132.2225,132.8825,ATHAH,amelia,C,A,θ,amelia_consonants.wav,96.17157,96.8425,ASSAH,amelia,C,A,s,ewan.wav,282.1625,282.7725,ATHAH,ewan,C,A,θ
A,amelia_consonants_36,amelia_consonants_10,ewan_84,stimulus137_A,amelia_consonants.wav,96.17157,96.8425,ASSAH,amelia,C,A,s,amelia_consonants.wav,25.79256,26.41988,ATAH,amelia,C,A,t,ewan.wav,246.8625,247.3725,ASSAH,ewan,C,A,s
B,ewan_86,ewan_63,amelia_consonants_38,stimulus138_B,ewan.wav,252.0025,252.5325,EESSEE,ewan,C,I,s,ewan.wav,187.7525,188.3425,EETEE,ewan,C,I,t,amelia_consonants.wav,101.9725,102.63328,EESSEE,amelia,C,I,s
B,amelia_consonants_15,amelia_consonants_38,ewan_63,stimulus139_B,amelia_consonants.wav,39.06797,39.6784,EETEE,amelia,C,I,t,amelia_consonants.wav,101.9725,102.63328,EESSEE,amelia,C,I,s,ewan.wav,187.7525,188.3425,EETEE,ewan,C,I,t
A,ewan_58,ewan_84,amelia_consonants_10,stimulus140_A,ewan.wav,174.5225,175.0425,ATAH,ewan,C,A,t,ewan.wav,246.8625,247.3725,ASSAH,ewan,C,A,s,amelia_consonants.wav,25.79256,26.41988,ATAH,amelia,C,A,t
A,amelia_consonants_54,amelia_consonants_15,ewan_102,stimulus141_A,amelia_consonants.wav,142.7325,143.47846,EETHEE,amelia,C,I,θ,amelia_consonants.wav,39.06797,39.6784,EETEE,amelia,C,I,t,ewan.wav,292.5625,293.1425,EETHEE,ewan,C,I,θ
B,ewan_102,ewan_63,amelia_consonants_54,stimulus142_B,ewan.wav,292.5625,293.1425,EETHEE,ewan,C,I,θ,ewan.wav,187.7525,188.3425,EETEE,ewan,C,I,t,amelia_consonants.wav,142.7325,143.47846,EETHEE,amelia,C,I,θ
B,ewan_58,ewan_100,amelia_consonants_10,stimulus143_B,ewan.wav,174.5225,175.0425,ATAH,ewan,C,A,t,ewan.wav,287.2125,287.7725,ATHAH,ewan,C,A,θ,amelia_consonants.wav,25.79256,26.41988,ATAH,amelia,C,A,t
A,amelia_consonants_10,amelia_consonants_52,ewan_58,stimulus144_A,amelia_consonants.wav,25.79256,26.41988,ATAH,amelia,C,A,t,amelia_consonants.wav,136.7525,137.43495,ATHAH,amelia,C,A,θ,ewan.wav,174.5225,175.0425,ATAH,ewan,C,A,t
